Tweet_id,Class,Sentence
9146,sadness,"Tweet #8: @Richard McGregor tweeted ""RT @PekingMike: Who was it at CBS who made this call? What kind of footprint does CBS have in China anyway? CBS News in China runs on a sho…"""
9147,sadness,"Tweet #9: @REXTREKR tweeted ""RT @SenatorDurbin: Leader McConnell has made clear he and Senate Republicans want the Mueller Report to disappear. With so many troubling q…"""
9148,sadness,"Tweet #10: @Adnan Tabatabai tweeted ""RT @Julie_C_Smith: Growing evidence suggests the U.S. president is traveling a path toward war—whether he knows it or not. Troubling piece…"""
9149,sadness,"Tweet #11: @Kathy tweeted ""RT @SenatorDurbin: Leader McConnell has made clear he and Senate Republicans want the Mueller Report to disappear. With so many troubling q…"""
9150,sadness,"Tweet #12: @Adina🇿️ tweeted ""RT @WarpedMirrorPMB: ""The notion that an organization like Jewish Voice for Peace and Students for Justice in Palestine see a fellow travel…"""
9151,sadness,"Tweet #13: @🌷Chels🌷 tweeted ""RT @tyrone345345: An increases suicide rates for young Black kids is on the rise recently that coinciding with the recently heightened awar…"""
9152,sadness,"Tweet #14: @Mike Chinoy tweeted ""RT @PekingMike: Who was it at CBS who made this call? What kind of footprint does CBS have in China anyway? CBS News in China runs on a sho…"""
9153,sadness,"Tweet #15: @txkaty tweeted ""RT @SenatorDurbin: Leader McConnell has made clear he and Senate Republicans want the Mueller Report to disappear. With so many troubling q…"""
9154,sadness,"Tweet #16: @Umer. tweeted ""RT @mezzala8: Didn't catch the Juve games, but in the two games against RM he constantly troubling them. Great at finding pockets of space…"""
9155,sadness,"Tweet #17: @Hermit tweeted ""RT @SenatorDurbin: Leader McConnell has made clear he and Senate Republicans want the Mueller Report to disappear. With so many troubling q…"""
9156,sadness,"Tweet #18: @karen tweeted ""RT @jamqueen1: @AndyOstroy https://t.co/agA8NsmXIm"""
9157,sadness,"Tweet #19: @Christianne Smith tweeted ""RT @FriendsOfSciMed: The Troubling Rise Of Traditional Chinese Medicine https://t.co/EfP5zXLu6D"""
9158,sadness,"Tweet #20: @KXNGJAH tweeted ""RT @tyrone345345: An increases suicide rates for young Black kids is on the rise recently that coinciding with the recently heightened awar…"""
9159,sadness,"Tweet #21: @Raman Patel tweeted ""MODIJI BRING TO NOTICE OF WORST ELEMENTS WHO WANT TO DIVIDE INDIA FOR TROUBLING PUBLIC OF INDIA TO MAKE EMPIRE WHICH WAS UNITED BY SARDAR PATEL WITH GREAT WORK .MAMTA , SONIA , MAYAWATI AND AKHLESH WANT SEPARATE STATE FOR CORRUPTION FOR THEIR FAMILY AND PUBLIC HAVE TO HANDLE."""
9160,sadness,"Tweet #22: @Mike Forsythe  傅才德 tweeted ""Who was it at CBS who made this call? What kind of footprint does CBS have in China anyway? CBS News in China runs on a shoestring. Other news orgs with far bigger staffs in China regularly publish material that upsets Beijing. For CBS to think this is OK is troubling. https://t.co/jOmyg9o49J"""
9161,sadness,"Tweet #23: @HAW 🏒🥅⚽️🇨🇦🇮🇹 tweeted ""@L0velyMissJenn @TheHeatherEm As a man..that look is so unattractive and very unsettling. Why some woman think they need to look like this is troubling to say the least."""
9162,sadness,"Tweet #24: @Nardz H tweeted ""@tomekkoch1 @metalicjames @cz_binance @JeremyRubin @_prestwich @bcmakes @hasufl @JihanWu The fact that a reorg was even considered is troubling. Why should the whole crypto world bail out binance's incompetence?Will there be a reorg if someone hacks my cold wallet?"""
9163,sadness,"Tweet #25: @Tamara Marks tweeted ""RT @SenatorDurbin: Leader McConnell has made clear he and Senate Republicans want the Mueller Report to disappear. With so many troubling q…"""
9164,sadness,"Tweet #26: @AAmom tweeted ""RT @SenatorDurbin: Leader McConnell has made clear he and Senate Republicans want the Mueller Report to disappear. With so many troubling q…"""
9165,sadness,"Tweet #27: @Elizabeth Beavers tweeted ""RT @jstreetdotorg: Troubling news that demonstrates  @realdonaldtrump's violation of the JCPOA is making the world less safe. https://t.co/…"""
9166,sadness,"Tweet #28: @CarHireUK.co tweeted ""World War Three: How to survive a nuclear attack amid 'troubling' US and Iran relations https://t.co/9Kg58n45C3 https://t.co/Un38aXDdTK"""
9167,sadness,"Tweet #29: @KS🤷🏾‍♂️ tweeted ""RT @tyrone345345: An increases suicide rates for young Black kids is on the rise recently that coinciding with the recently heightened awar…"""
9168,sadness,"Tweet #30: @♠Tha Manipulator♠™ tweeted ""@YoungOtutu @quinn_tope Troubling dream ke?? That’s a promising dream fam!!!!"""
9169,sadness,"Tweet #31: @kudog3127 tweeted ""RT @DonaldJTrumpJr: It’s deeply troubling that we’ve reached the point where no one is shocked when sitting members of congress, like @Ilha…"""
9170,sadness,"Tweet #32: @WHLParkLane tweeted ""The thought of two English teams in the final and 2x thousands of Brits in one city must be troubling the authorities and UEFA. That worries me for tonight"""
9171,sadness,"Tweet #33: @kat tweeted ""RT @SenatorDurbin: Leader McConnell has made clear he and Senate Republicans want the Mueller Report to disappear. With so many troubling q…"""
9172,sadness,"Tweet #34: @nothanks, next tweeted ""@palmtre2 @hargis1974 @thinkprogress LMAO Mueller wasn't investigating the FISA abuse. It will lead nowhere, you say? LOL! It's already lead somewhere deeply troubling for democrats. What planet are you tweeting from? Honestly, you sound absolutely clueless or brainless."""
9173,sadness,"Tweet #35: @Ar¡👽 tweeted ""RT @tyrone345345: An increases suicide rates for young Black kids is on the rise recently that coinciding with the recently heightened awar…"""
9174,sadness,"Tweet #36: @aftabkaran tweeted ""RT @iran_policy: US Countering #Iran Regime Threat in #MiddleEastThe US is sending an aircraft carrier strike group and bomber task force…"""
9175,sadness,"Tweet #37: @Dimoree Pace 🤠 Sunshine 3 tweeted ""RT @KamalaHarris: It should be deeply troubling to all Americans that Attorney General Barr made a decision about the sitting president and…"""
9176,sadness,"Tweet #38: @Sweetie Pie tweeted ""RT @SenatorDurbin: Leader McConnell has made clear he and Senate Republicans want the Mueller Report to disappear. With so many troubling q…"""
9177,sadness,"Tweet #39: @Letter writer tweeted ""RT @SenatorDurbin: Leader McConnell has made clear he and Senate Republicans want the Mueller Report to disappear. With so many troubling q…"""
9178,sadness,"Tweet #40: @maeeeee tweeted ""RT @tyrone345345: An increases suicide rates for young Black kids is on the rise recently that coinciding with the recently heightened awar…"""
9179,sadness,"Tweet #41: @Lynne Featonby tweeted ""“We’ve brought the budget back to surplus next year.” The PM has a very troubling understanding of time and the use of tenses. #auspol #AusVotes19 #abc730"""
9180,sadness,"Tweet #42: @Della Branson tweeted ""RT @SenatorDurbin: Leader McConnell has made clear he and Senate Republicans want the Mueller Report to disappear. With so many troubling q…"""
9181,sadness,"Tweet #43: @Boujee🦋 tweeted ""RT @tyrone345345: An increases suicide rates for young Black kids is on the rise recently that coinciding with the recently heightened awar…"""
9182,sadness,"Tweet #44: @💙Spinning💙Madly💙IM🍑 tweeted ""RT @SenatorDurbin: Leader McConnell has made clear he and Senate Republicans want the Mueller Report to disappear. With so many troubling q…"""
9183,sadness,"Tweet #45: @BHanmore tweeted ""RT @meggophone: This @CarolineYLChen is full of really important reporting and troubling findings, but also truly baffling details like thi…"""
9184,sadness,"Tweet #46: @🍑••🍑 tweeted ""RT @tyrone345345: An increases suicide rates for young Black kids is on the rise recently that coinciding with the recently heightened awar…"""
9185,sadness,"Tweet #47: @Richard Jan 🇺🇸 tweeted ""RT @SenatorDurbin: Leader McConnell has made clear he and Senate Republicans want the Mueller Report to disappear. With so many troubling q…"""
9186,sadness,"Tweet #48: @Richardson Mzaidume tweeted ""I don't see either Ajax or Spurs troubling Liverpool in the final. Ajax kids have been unbelievable but I don't see them beating this Liverpool side."""
9187,sadness,"Tweet #49: @Helen Branswell tweeted ""@JeremyFarrar How very beautiful. Thanks for posting. A little bit of respite in troubling times."""
9188,sadness,"Tweet #50: @The FRENCH Targaryen tweeted ""RT @tyrone345345: An increases suicide rates for young Black kids is on the rise recently that coinciding with the recently heightened awar…"""
9189,sadness,"Tweet #51: @𝘚𝘩𝘪 𝘘𝘪𝘯𝘨 𝘟𝘶𝘢𝘯.  (师青玄) tweeted ""Shen-xiong... I'll never forget your kindness through my most troubling times!! https://t.co/2maPhGedt1"""
9190,sadness,"Tweet #52: @madvoice tweeted ""@blade_funner Not overly strange in this day and age when men are marrying cars. Beds are much less maintenance comparatively plus tired and exhausted sounds much less troubling when beds are involved!"""
9191,sadness,"Tweet #53: @Tracey McMahon tweeted ""RT @SnakeTempleGirl: My post for The Transparency Project re proportionality balance between individual privacy rights/open justice in clin…"""
9192,sadness,"Tweet #54: @sue310us tweeted ""RT @SenatorDurbin: Leader McConnell has made clear he and Senate Republicans want the Mueller Report to disappear. With so many troubling q…"""
9193,sadness,"Tweet #55: @coogubet tweeted ""RT @SenatorDurbin: Leader McConnell has made clear he and Senate Republicans want the Mueller Report to disappear. With so many troubling q…"""
9194,sadness,"Tweet #56: @Capucine tweeted ""RT @tyrone345345: An increases suicide rates for young Black kids is on the rise recently that coinciding with the recently heightened awar…"""
9195,sadness,"Tweet #57: @Ana Echanique tweeted ""RT @SenatorDurbin: Leader McConnell has made clear he and Senate Republicans want the Mueller Report to disappear. With so many troubling q…"""
9196,sadness,"Tweet #58: @Ric A tweeted ""RT @SenatorDurbin: Leader McConnell has made clear he and Senate Republicans want the Mueller Report to disappear. With so many troubling q…"""
9197,sadness,"Tweet #59: @Pémi tweeted ""Your partner shows signs of something troubling, you say ""if you deliberately hurt me, xyz will happen"" while you're arguing. Of course it is a threat. A very valid one too.Yorubas say ""a o le so eran meran,ki kan kan kan pa."" (I think that's how it goes)"""
9198,sadness,"Tweet #60: @Maciej Rudziński tweeted ""It's fascinating and deeply troubling how differently Zuckerberg understands Youvals ideas while thinking that he knows what he is doing and that his move will prevent bad future outcomes. https://t.co/qZXJd8nddV @harari_yuval"""
9199,sadness,"Tweet #61: @pumpernickel bear tweeted ""RT @MARYAMALKHAWAJA: Extremely troubling news about how the #UN will be collecting sensitive data about people in the name of anti-terroris…"""
9200,sadness,"Tweet #62: @Ungwhim Gwhent tweeted ""@LCRWnews @IwriteOK Denying the the notoriety of a high body count probably means more than threat of death. Also the embarrassment of being stopped by unarmed potential victims is probably troubling to black pill nihilists trying to feel powerful and potent."""
9201,sadness,"Tweet #63: @khan tweeted ""RT @tyrone345345: An increases suicide rates for young Black kids is on the rise recently that coinciding with the recently heightened awar…"""
9202,sadness,"Tweet #64: @Carroll D. Sanders tweeted ""RT @SenatorDurbin: Leader McConnell has made clear he and Senate Republicans want the Mueller Report to disappear. With so many troubling q…"""
9203,sadness,"Tweet #65: @Penny Madashell — AKA Bot #1543C 🤖 tweeted ""RT @SenatorDurbin: Leader McConnell has made clear he and Senate Republicans want the Mueller Report to disappear. With so many troubling q…"""
9204,sadness,"Tweet #66: @Chowkidar Poonam K tweeted ""RT @purnachaitanya: It's not the pain that is bothering us; it is the thought of the pain that bothers one. It's not the situation that one…"""
9205,sadness,"Tweet #67: @Melissa    proud❄️ tweeted ""RT @SenatorDurbin: Leader McConnell has made clear he and Senate Republicans want the Mueller Report to disappear. With so many troubling q…"""
9206,sadness,"Tweet #68: @Michael oKecho tweeted ""RT @ryanstephens: Men -Your worst fear is a woman humiliating you or laughing at you.A woman's worse fear is you raping or murdering he…"""
9207,sadness,"Tweet #69: @SHEilds Ltd tweeted ""@HullBatteries @anomaly_hivis @SquideoMrketing @Synergy_Lights @PochatTraining @BlueDiamondSTL @burleyfires Seconded, this is a troubling trend we've also noticed alongside other haste over safety gambles - a few minutes saved on the road is never worth massively ramping up the odds of a lifechanging crash."""
9208,sadness,"Tweet #70: @Ray Andersons tweeted ""RT @SenatorDurbin: Leader McConnell has made clear he and Senate Republicans want the Mueller Report to disappear. With so many troubling q…"""
9209,sadness,"Tweet #71: @Reza Malekzadeh tweeted ""RT @AndiMann: Has anyone seen independent reports of supposed ""troubling and escalatory indications and warnings"" from #Iran to justify mob…"""
9210,sadness,"Tweet #72: @Mahmoona Shah tweeted ""RT @MARYAMALKHAWAJA: Extremely troubling news about how the #UN will be collecting sensitive data about people in the name of anti-terroris…"""
9211,sadness,"Tweet #73: @Marjorie lynch tweeted ""RT @SenatorDurbin: Leader McConnell has made clear he and Senate Republicans want the Mueller Report to disappear. With so many troubling q…"""
9212,sadness,"Tweet #74: @Dorin Popa tweeted ""RT @MARYAMALKHAWAJA: Extremely troubling news about how the #UN will be collecting sensitive data about people in the name of anti-terroris…"""
9213,sadness,"Tweet #75: @The Madame 🌹 tweeted ""RT @tyrone345345: An increases suicide rates for young Black kids is on the rise recently that coinciding with the recently heightened awar…"""
9214,sadness,"Tweet #76: @S. LOUISE tweeted ""RT @SenatorDurbin: Leader McConnell has made clear he and Senate Republicans want the Mueller Report to disappear. With so many troubling q…"""
9215,sadness,"Tweet #77: @nénette tweeted ""RT @tyrone345345: An increases suicide rates for young Black kids is on the rise recently that coinciding with the recently heightened awar…"""
9216,sadness,"Tweet #78: @El3ees tweeted ""@smtm_LFC75 Why are you troubling yourseld with evertonion trash"""
9217,sadness,"Tweet #79: @circe tweeted ""RT @jon_snow_420: do the cullens keep making their kids go to high school after bella becomes a vampire or was that just a thing they were…"""
9218,sadness,"Tweet #80: @michaelwhee tweeted ""RT @SenatorDurbin: Leader McConnell has made clear he and Senate Republicans want the Mueller Report to disappear. With so many troubling q…"""
9219,sadness,"Tweet #81: @Dave Benson MS, CTM tweeted ""RT @fred_burton: Troubling.  #Hezbollah in #Venezuela https://t.co/J6aKB5oSdN"""
9220,sadness,"Tweet #1: @mαddy tweeted ""Jonathan summoning Lilith, lilith possessing Jace, Clary’s guilt, Jonathan being resurrected, being bonded to him, turning dark under their demonic bond, battling to save the world agaiN, killing and losing her brother AGAIN, FOR THIS- #shadowhunters"""
9221,sadness,"Tweet #2: @Alex Wintergeist tweeted ""RT @depressionnote: if you have ever suffered from...• depression• anxiety• eating disorder• ocd• bipolar• feelings of guilt and hop…"""
9222,sadness,"Tweet #3: @🖤🥀 tweeted ""RT @depressionnote: if you have ever suffered from...• depression• anxiety• eating disorder• ocd• bipolar• feelings of guilt and hop…"""
9223,sadness,"Tweet #4: @zeph ☀️🌊 @ summer is here tweeted ""Miss the days I could down half a bottle of rum in a night and then drinking at 9am without feeling Guilt or Shame (at least if it’s anything besides a mimosa lmao)"""
9224,sadness,"Tweet #5: @Jeez✨ tweeted ""RT @puretaeIent: @sailorwook we're not obligated to care or speak about other artists solely based on the fact that they are korean too. st…"""
9225,sadness,"Tweet #6: @Ethnocrat tweeted ""RT @waltherhoffen: Every street in every city must have a memorial to the Holocaust. You would think the British people would get a “thank…"""
9226,sadness,"Tweet #7: @Terry Mosher tweeted ""@realDonaldTrump @senatemajldr Guilt is more like it. The Mueller Report has the proof. It's not over until you go down. Lies on your part are catching up with you. In the end, truth will prevail and you'll end up paying for your crimes."""
9227,sadness,"Tweet #8: @H tweeted ""Bukod sa serenity noong camp, nakaka-miss yung healthy and guilt-free buffet."""
9228,sadness,"Tweet #9: @Willa tweeted ""RT @sza: Guilt is a disease ."""
9229,sadness,"Tweet #10: @i got that water, remember? tweeted ""RT @yolopalisson_: nothing more annoying than trying to guilt trip people into making the same decision that YOU made. asiyo mfuyo"""
9230,sadness,"Tweet #11: @Reid tweeted ""His mother still resides in that same mental institution and Reid has stated that he sends letters every day because of the guilt he feels for not visiting her."""
9231,sadness,"Tweet #12: @Amanda Powell tweeted ""@RMHCAtlantic will forever be near to my families hearts! Enjoy #McHappyDay guilt free and help others when they need it most! https://t.co/FaM5AxS001"""
9232,sadness,"Tweet #13: @#ManufacturedTrumpSupporter IFBMAGA tweeted ""RT @GayRepublicSwag: He didn't apologize to the Pennsylvanian women he disrespected. He didn't apologize for attacking Christians... couldn…"""
9233,sadness,"Tweet #14: @kristina staudt tweeted ""@GayRepublicSwag “He doesn't feel guilt for what he did. Just fear for his career.”  BINGO!!!!"""
9234,sadness,"Tweet #15: @hlali tweeted ""@NosiphoKhulu it's sad hey. I think I'll end up going out of guilt... 💔"""
9235,sadness,"Tweet #16: @CorpachBhoy tweeted ""RT @depressionnote: if you have ever suffered from...• depression• anxiety• eating disorder• ocd• bipolar• feelings of guilt and hop…"""
9236,sadness,"Tweet #17: @joannejacobs tweeted ""@oberonsghost Tea is fortuitously doing the trick. Also almond and coconut cupcakes and butter chocolate ice cream both made with Stevia make this at least a guilt free indulgence!"""
9237,sadness,"Tweet #18: @Ruby 65 tweeted ""RT @GayRepublicSwag: He didn't apologize to the Pennsylvanian women he disrespected. He didn't apologize for attacking Christians... couldn…"""
9238,sadness,"Tweet #19: @Dëbs tweeted ""RT @roaringsoftly: Are there other emotions besides guilt and anxiety"""
9239,sadness,"Tweet #21: @𝕬𝖛𝖊𝖗𝖎𝖑's birthmonth tweeted ""RT @UmarFof: No amount of guilt can solve the past, and no amount of anxiety can change the future. When thinking about life, remember that."""
9240,sadness,"Tweet #22: @A News tweeted ""What to Say (and Not to Say) to Someone Grieving a SuicideSuicide can leave the survivors with anger, confusion and guilt, and even well-intentioned words can cause pain.https://t.co/x4q3gd0wys https://t.co/PxULu43kvr"""
9241,sadness,"Tweet #23: @Misaki tweeted ""RT @depressionnote: if you have ever suffered from...• depression• anxiety• eating disorder• ocd• bipolar• feelings of guilt and hop…"""
9242,sadness,"Tweet #24: @danielle 🍓 tweeted ""pagkasakay na pagkasakay namen may modus na nanghihingi ng tulong para sa 'allegedly' may sakit nilang kapated, using our own baseless guilt against us..."""
9243,sadness,"Tweet #25: @Bonnie tweeted ""RT @fred_guttenberg: (2,2) If you do not believe he is guilt, then you should not be afraid to prove that to America.  This should not be a…"""
9244,sadness,"Tweet #26: @Vitórea tweeted ""RT @roaringsoftly: Are there other emotions besides guilt and anxiety"""
9245,sadness,"Tweet #27: @TheRealSlimShady tweeted ""RT @KaitMarieox: Stay tuned for this crazy video @Joelpatrick1776 and I filmed at Youngstown State University today. We got college student…"""
9246,sadness,"Tweet #28: @Avinag Leon tweeted ""RT @melchor_vergara: Bong Banal has deleted his Facebook page. Flight is an admission of guilt. 😀 https://t.co/pjqjmGQ68d"""
9247,sadness,"Tweet #29: @travis cummins tweeted ""@IanKenyonNFL I'm going to go out on a limb and say after last week's letter and admission of guilt by Crystal that Hill if he misses anytime will be less than 4 games, so yeah tyreek will be the one who puts up tyreek #s so....... Expect Hardman to put up Hardman #s."""
9248,sadness,"Tweet #30: @charlie grimes tweeted ""RT @benkelly_10: I can now appreciate that Messi free kick in the first leg guilt-free"""
9249,sadness,"Tweet #31: @Anhar Alaidarwsy tweeted ""RT @Reem_Gaza96: Infront of Alghazali and Abu Aljdian families' destroyed homes due to the bombing of the occupation of a residential tower…"""
9250,sadness,"Tweet #32: @BIGBANGBIAS✌♥ tweeted ""RT @GlobalVvip: VIPsPlease join us in a little prayer forSeungriFor tomorrow ""Let the truth set him free""Please remember thatA warr…"""
9251,sadness,"Tweet #33: @Another Epic Day tweeted ""RT @GayRepublicSwag: He didn't apologize to the Pennsylvanian women he disrespected. He didn't apologize for attacking Christians... couldn…"""
9252,sadness,"Tweet #34: @𝒸𝒶𝓉𝒽𝓎 | cathy 🍒🍼🎀 tweeted ""RT @puretaeIent: @sailorwook we're not obligated to care or speak about other artists solely based on the fact that they are korean too. st…"""
9253,sadness,"Tweet #35: @Scott tweeted ""@DarksideEevee @NickRekieta @NINJA_ZOMBIE @NordelTheNob @JNR19761 @bleedingcool What is amusing for me is that white saviours will act thee most offended from slurs, which implies their inate fear of being seen as a racist. White guilt shines real bright for us all to see."""
9254,sadness,"Tweet #36: @The hopper. tweeted ""RT @Reem_Gaza96: Infront of Alghazali and Abu Aljdian families' destroyed homes due to the bombing of the occupation of a residential tower…"""
9255,sadness,"Tweet #37: @Elke tweeted ""RT @modernhomesla: As tRUmp fights 2 postpone inevitable, he risks convincing voters they do not need a subpoena 2 read his guilt.  He’s de…"""
9256,sadness,"Tweet #38: @Yellow Door tweeted ""Insightful words and meditative visualisation for #resilience after #trauma.""The shame and guilt that should belong to the abuser is transferred to the victim, giving them a sense of being defective or contaminated."" #WellnessWednesdayhttps://t.co/Bl0KmPHyzP"""
9257,sadness,"Tweet #39: @LaDiosa Julian de Dios RM 💜💜💜 tweeted ""RT @montenegro_emil: #ADNTilTheEndOfTime 😘@lynieg88 @Darwaine88 @sherrypie18 @prettymai_0105 @radoc_jeana I don't believe in guilt, I bel…"""
9258,sadness,"Tweet #40: @Gilles Grüngürtel tweeted ""RT @TheRealNews: “The evidence that they have is the book of Noam Chomsky, a couple of USB sticks, and a couple of computers. There’s no wi…"""
9259,sadness,"Tweet #41: @venti latte snow white tweeted ""@emktintin @tamar_m_h_s_ @bariweiss @elivalley @IfNotNowOrg @jvplive They've never been through any type of real anti-semitism and compensate for their ""white colonizer guilt"" stereotype by blaming Israel for all their problems. At least that's the experience I've had on Twitter and Reddit with followers of @IfNotNowOrg and @jvplive."""
9260,sadness,"Tweet #42: @anti socialite tweeted ""RT @yolopalisson_: nothing more annoying than trying to guilt trip people into making the same decision that YOU made. asiyo mfuyo"""
9261,sadness,"Tweet #43: @🇺🇸 Karin Whalen ❌ tweeted ""RT @GayRepublicSwag: He didn't apologize to the Pennsylvanian women he disrespected. He didn't apologize for attacking Christians... couldn…"""
9262,sadness,"Tweet #44: @Jamie Walton tweeted ""@jes_chastain 1. Sansa showed her strength by granting the Hound absolution for the guilt he was clearly harboring. That was the point of the conversation. 2. Sansa wasn’t strong when the show started. 🤦🏻‍♀️ https://t.co/2MFffcD0oy"""
9263,sadness,"Tweet #45: @Kayt Hughes tweeted ""@Manikambo Haha self care guilt is so real right now🥺"""
9264,sadness,"Tweet #46: @WinterMandorla tweeted ""What I mean is that he’s a very well constructed morally-ambiguous character driven by strong principles, catholic guilt and a tinge of masochism while also being a complete hypocrite but mostly, an idiot. and SO uselessy dramatic."""
9265,sadness,"Tweet #47: @James Runnels IV tweeted ""@StephenCurry30 Also, you personally reach out to those women who not only encouraged your wife but passive aggressively called out satan planting those thoughts in your wife to cause shame, guilt, insecurities and those thoughts of other men being the answer."""
9266,sadness,"Tweet #48: @桐山 零 tweeted ""I swearIf Reiner dies a normal, peaceful death I'll-No, you don't have a kind heart you clodYou're just unable to cope with the guilt you feel towards your actionsDon't try to reach out to others and ""get to see things from their perspective""I'm sorry about your pastI'm https://t.co/FnVLzCsNb1"""
9267,sadness,"Tweet #49: @Elke tweeted ""RT @TheAtlantic: ""As he fights to postpone the inevitable, he risks persuading voters that they do not need a subpoena to read his guilt.""…"""
9268,sadness,"Tweet #50: @Miss Lexotan tweeted ""RT @roaringsoftly: Are there other emotions besides guilt and anxiety"""
9269,sadness,"Tweet #51: @larissa calmon tweeted ""RT @roaringsoftly: Are there other emotions besides guilt and anxiety"""
9270,sadness,"Tweet #52: @Efraim Larsson tweeted ""RT @TheRealNews: “The evidence that they have is the book of Noam Chomsky, a couple of USB sticks, and a couple of computers. There’s no wi…"""
9271,sadness,"Tweet #53: @saman ✈ halal for a month tweeted ""@MeetMeInZain sigh and here I thought I'd have my throat slit without any guilt"""
9272,sadness,"Tweet #54: @Amit0933 tweeted ""@AnupamPKher @KirronKherBJP @BJP4India But when you saw the camera, it was all the more important for you to express what you have actually done in last 5 years. Running away is acceptance of guilt. Right?"""
9273,sadness,"Tweet #55: @🚚📦☣NerdyRena☣📦🚚 tweeted ""RT @Trickywii: I can't stand when someone uses their mental illness as an excuse to be cruel, to guilt trip, or to be rude in general. That…"""
9274,sadness,"Tweet #56: @Eevee Queen 👑💕 tweeted ""RT @Trickywii: I can't stand when someone uses their mental illness as an excuse to be cruel, to guilt trip, or to be rude in general. That…"""
9275,sadness,"Tweet #57: @Borderline tweeted ""RT @depressionnote: if you have ever suffered from...• depression• anxiety• eating disorder• ocd• bipolar• feelings of guilt and hop…"""
9276,sadness,"Tweet #58: @Steve tweeted ""RT @montenegro_emil: #ADNTilTheEndOfTime 😘@lynieg88 @Darwaine88 @sherrypie18 @prettymai_0105 @radoc_jeana I don't believe in guilt, I bel…"""
9277,sadness,"Tweet #59: @🌊🌊SO-CALLED Pres Trump🌊🌊 tweeted ""@YitzyBergman @realDonaldTrump @BreitbartNews @GenFlynn The man who admitted his guilt? Are all #MAGATS lawless? https://t.co/JCRWMLYxuI"""
9278,sadness,"Tweet #60: @Des Bundles tweeted ""Feeling guilt is a powerful thing but not feeling guilt can have even more powerful results .."""
9279,sadness,"Tweet #61: @Jaydee is disappointed about Endgame tweeted ""RT @wedontradelives: i just realized all that bullshit the r*ssos have been spewing about bucky is probably also the exact reason they were…"""
9280,sadness,"Tweet #62: @THE JD SQUAD tweeted ""RT @ThomasSowell: ""When someone tries to lay a guilt trip on you for being successful, remember that your guilt is some politician's licens…"""
9281,sadness,"Tweet #63: @Salvation🖤 tweeted ""RT @sassyblue12: @xziondestinyx Religious but they guilt trip me by saying ""God gave you everything"" ""It doesn't kill you to give up your t…"""
9282,sadness,"Tweet #64: @Jeffrey Bloch-Oracle of truth to power tweeted ""@bonglez DA please a vote for corruption means you will not sleep well at because of guilt through association"""
9283,sadness,"Tweet #65: @Susan Peavey tweeted ""Check Out Virgin Voyages’ Give Mother’s a Not Guilt Break Video https://t.co/AnHCE1RARD"""
9284,sadness,"Tweet #66: @BourgeoisViews tweeted ""@Michael80282175 @NancyParks8 @ChristineSout15 @carmarsutra @Babs108164110 @thetruthnessie @maxine68711804 @Esjabe1 @DavidHuddo @ZaneZeleti @jonj85014 @Jules1602xx @PollyGraph69 @PhilipTann1961 @EricaCantona7 @LorenLe06784072 @regretkay @FragrantFrog @Joysetruth @Millsyj73 @Cerb32 @may_shazzy @Angi80839247 @2for1Tickets @MancunianMEDlC @LoverandomIeigh @McCannFacts @truthful_angel @Mr_Bo_Jangles_1 @rob22_re @lindale70139487 @anotherviv @AndyFish19 @CruftMs @ditsy_chick @Andreamariapre2 @barragirl49 @rambojambo9 @MrDelorean2 @Nadalena @cattywhites2 @strackers74 @JBLittlemore @Tassie666 @justjulescolson @Chinado59513358 @Caesar2207 @Louise42368296 @TypRussell @Anvil161Anvil16 The #McCann parents have expressed guilt for leaving their children alone. See:https://t.co/tmqlR1gbsK"""
9285,sadness,"Tweet #67: @Gus' Best Friend tweeted ""RT @kamva_somdyala: The guilt tripping of people who choose not to vote is remarkable. It’s ironic that you would say those who choose not…"""
9286,sadness,"Tweet #68: @matt ashenden tweeted ""RT @depressionnote: if you have ever suffered from...• depression• anxiety• eating disorder• ocd• bipolar• feelings of guilt and hop…"""
9287,sadness,"Tweet #69: @shescoldasaiz tweeted ""RT @depressionnote: if you have ever suffered from...• depression• anxiety• eating disorder• ocd• bipolar• feelings of guilt and hop…"""
9288,sadness,"Tweet #70: @Michele Spears tweeted ""RT @depressionnote: if you have ever suffered from...• depression• anxiety• eating disorder• ocd• bipolar• feelings of guilt and hop…"""
9289,sadness,"Tweet #1: @RAF Northolt tweeted ""Everyone @RAFNortholt is very upset to hear the news of Air Cdre Charles Clarke. A great friend of of unit he was a source of strength and inspiration to everyone in the @RoyalAirForce. A remarkable man and we will miss him very much. https://t.co/UhgHVABjD3"""
9290,sadness,"Tweet #2: @Tom Doran tweeted ""A certain kind of angry middle-aged man on my Facebook feed is very, very upset that Woody Allen has been ""blacklisted""."""
9291,sadness,"Tweet #3: @💧Trust The Space Invader tweeted ""RT @colonelhogans: Rumour has it that many @LiberalAus MP’s are very upset with The Shitagraph for their front page filth about Mrs Anne Sh…"""
9292,sadness,"Tweet #4: @Cheryl tweeted ""RT @colonelhogans: Rumour has it that many @LiberalAus MP’s are very upset with The Shitagraph for their front page filth about Mrs Anne Sh…"""
9293,sadness,"Tweet #5: @lucas (prokaryotic) tweeted ""@BelarouxBL they know about one of my tattoos but they dont know abt the one my bf gave me & theyd definitely be very upset abt the fact that my bf gave me a tattoo rip :/ i might b able to pretend its just pen tho lmao"""
